id,model,year,trim,category,mileage_km,engine,transmission,fuel_type,color,region_specs,price_aed,price_sar
908,Honda City,2026,EX,سيدان اقتصادية,590,1.5L,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),73000,74460
909,Honda City,2026,EX,سيدان اقتصادية,310,1.5L,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),71000,72420
910,Honda City,2026,V/Top,سيدان اقتصادية,2063,1.5L,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),93500,95370
911,Honda City,2026,V/Top,سيدان اقتصادية,2118,1.5L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),88500,90270
912,Honda Passport,2019,Sport,SUV متوسطة 5 مقاعد,133841,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),76000,77520
913,Honda Passport,2019,Sport,SUV متوسطة 5 مقاعد,140430,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),96000,97920
914,Honda Passport,2019,EX-L,SUV متوسطة 5 مقاعد,85404,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات يابانية,96000,97920
915,Honda Passport,2019,EX-L,SUV متوسطة 5 مقاعد,117173,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),104500,106590
916,Honda Passport,2019,TrailSport,SUV متوسطة 5 مقاعد,129216,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),113000,115260
917,Honda Passport,2019,TrailSport,SUV متوسطة 5 مقاعد,143782,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات أمريكية,95500,97410
918,Honda Passport,2019,Touring,SUV متوسطة 5 مقاعد,115184,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات أمريكية,108000,110160
919,Honda Passport,2019,Touring,SUV متوسطة 5 مقاعد,89342,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),116500,118830
920,Honda Passport,2020,Sport,SUV متوسطة 5 مقاعد,76875,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),108500,110670
921,Honda Passport,2020,Sport,SUV متوسطة 5 مقاعد,80356,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات أمريكية,94000,95880
922,Honda Passport,2020,Sport,SUV متوسطة 5 مقاعد,94574,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),105500,107610
923,Honda Passport,2020,EX-L,SUV متوسطة 5 مقاعد,92842,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),103000,105060
924,Honda Passport,2020,EX-L,SUV متوسطة 5 مقاعد,81338,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),113000,115260
925,Honda Passport,2020,EX-L,SUV متوسطة 5 مقاعد,96675,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),105000,107100
926,Honda Passport,2020,TrailSport,SUV متوسطة 5 مقاعد,120312,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),117000,119340
927,Honda Passport,2020,TrailSport,SUV متوسطة 5 مقاعد,81505,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),127000,129540
928,Honda Passport,2020,TrailSport,SUV متوسطة 5 مقاعد,106196,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),120500,122910
929,Honda Passport,2020,Touring,SUV متوسطة 5 مقاعد,126922,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),133000,135660
930,Honda Passport,2020,Touring,SUV متوسطة 5 مقاعد,111864,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),111500,113730
931,Honda Passport,2020,Touring,SUV متوسطة 5 مقاعد,114403,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات خليجية (GCC),125000,127500
932,Honda Passport,2021,Sport,SUV متوسطة 5 مقاعد,101898,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),115000,117300
933,Honda Passport,2021,Sport,SUV متوسطة 5 مقاعد,103928,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),101000,103020
934,Honda Passport,2021,Sport,SUV متوسطة 5 مقاعد,66312,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات يابانية,102000,104040
935,Honda Passport,2021,EX-L,SUV متوسطة 5 مقاعد,77812,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات يابانية,110500,112710
936,Honda Passport,2021,EX-L,SUV متوسطة 5 مقاعد,67088,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),132000,134640
937,Honda Passport,2021,EX-L,SUV متوسطة 5 مقاعد,73025,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),130500,133110
938,Honda Passport,2021,TrailSport,SUV متوسطة 5 مقاعد,96105,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),131500,134130
939,Honda Passport,2021,TrailSport,SUV متوسطة 5 مقاعد,81028,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),135500,138210
940,Honda Passport,2021,TrailSport,SUV متوسطة 5 مقاعد,93461,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),137000,139740
941,Honda Passport,2021,Touring,SUV متوسطة 5 مقاعد,77008,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),131000,133620
942,Honda Passport,2021,Touring,SUV متوسطة 5 مقاعد,110665,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات يابانية,153000,156060
943,Honda Passport,2021,Touring,SUV متوسطة 5 مقاعد,100483,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),126500,129030
944,Honda Passport,2022,Sport,SUV متوسطة 5 مقاعد,59213,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),119000,121380
945,Honda Passport,2022,Sport,SUV متوسطة 5 مقاعد,65033,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),123500,125970
946,Honda Passport,2022,Sport,SUV متوسطة 5 مقاعد,46693,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),122000,124440
947,Honda Passport,2022,EX-L,SUV متوسطة 5 مقاعد,65234,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),146000,148920
948,Honda Passport,2022,EX-L,SUV متوسطة 5 مقاعد,73885,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),136000,138720
949,Honda Passport,2022,EX-L,SUV متوسطة 5 مقاعد,80981,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات أوروبية,136500,139230
950,Honda Passport,2022,TrailSport,SUV متوسطة 5 مقاعد,83489,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات أمريكية,145000,147900
951,Honda Passport,2022,TrailSport,SUV متوسطة 5 مقاعد,82802,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),156500,159630
952,Honda Passport,2022,TrailSport,SUV متوسطة 5 مقاعد,74541,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),139000,141780
953,Honda Passport,2022,Touring,SUV متوسطة 5 مقاعد,59321,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),147000,149940
954,Honda Passport,2022,Touring,SUV متوسطة 5 مقاعد,54525,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات أمريكية,158000,161160
955,Honda Passport,2022,Touring,SUV متوسطة 5 مقاعد,82400,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),161000,164220
956,Honda Passport,2023,Sport,SUV متوسطة 5 مقاعد,51563,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),129500,132090
957,Honda Passport,2023,Sport,SUV متوسطة 5 مقاعد,62754,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),124000,126480
958,Honda Passport,2023,EX-L,SUV متوسطة 5 مقاعد,61534,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),133000,135660
959,Honda Passport,2023,EX-L,SUV متوسطة 5 مقاعد,63034,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات أوروبية,161500,164730
960,Honda Passport,2023,TrailSport,SUV متوسطة 5 مقاعد,46336,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),152000,155040
961,Honda Passport,2023,TrailSport,SUV متوسطة 5 مقاعد,57467,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات أمريكية,152000,155040
962,Honda Passport,2023,Touring,SUV متوسطة 5 مقاعد,47560,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),191500,195330
963,Honda Passport,2023,Touring,SUV متوسطة 5 مقاعد,46746,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات أمريكية,189000,192780
964,Honda Passport,2024,Sport,SUV متوسطة 5 مقاعد,48222,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),131000,133620
965,Honda Passport,2024,Sport,SUV متوسطة 5 مقاعد,25110,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),128000,130560
966,Honda Passport,2024,EX-L,SUV متوسطة 5 مقاعد,35204,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),176000,179520
967,Honda Passport,2024,EX-L,SUV متوسطة 5 مقاعد,39293,3.5L V6,9-Speed AT,بنزين,أسود معدني,مواصفات خليجية (GCC),172000,175440
968,Honda Passport,2024,TrailSport,SUV متوسطة 5 مقاعد,29953,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),190000,193800
969,Honda Passport,2024,TrailSport,SUV متوسطة 5 مقاعد,36689,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),191500,195330
970,Honda Passport,2024,Touring,SUV متوسطة 5 مقاعد,38852,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات أمريكية,167500,170850
971,Honda Passport,2024,Touring,SUV متوسطة 5 مقاعد,34417,3.5L V6,9-Speed AT,بنزين,بيج شامبين,مواصفات أمريكية,209500,213690
972,Honda Passport,2025,Sport,SUV متوسطة 5 مقاعد,26089,3.5L V6,9-Speed AT,بنزين,أزرق داكن,مواصفات خليجية (GCC),143500,146370
973,Honda Passport,2025,Sport,SUV متوسطة 5 مقاعد,18626,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),142500,145350
974,Honda Passport,2025,EX-L,SUV متوسطة 5 مقاعد,17918,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),165000,168300
975,Honda Passport,2025,EX-L,SUV متوسطة 5 مقاعد,25030,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),160500,163710
976,Honda Passport,2025,TrailSport,SUV متوسطة 5 مقاعد,15540,3.5L V6,9-Speed AT,بنزين,رمادي فضي,مواصفات خليجية (GCC),190500,194310
977,Honda Passport,2025,TrailSport,SUV متوسطة 5 مقاعد,23570,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),181000,184620
978,Honda Passport,2025,Touring,SUV متوسطة 5 مقاعد,23190,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),201000,205020
979,Honda Passport,2025,Touring,SUV متوسطة 5 مقاعد,17107,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات أمريكية,212000,216240
980,Honda Passport,2026,Sport,SUV متوسطة 5 مقاعد,1464,3.5L V6,9-Speed AT,بنزين,برتقالي,مواصفات خليجية (GCC),172500,175950
981,Honda Passport,2026,Sport,SUV متوسطة 5 مقاعد,2078,3.5L V6,9-Speed AT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),168000,171360
982,Honda Passport,2026,EX-L,SUV متوسطة 5 مقاعد,1131,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),208000,212160
983,Honda Passport,2026,EX-L,SUV متوسطة 5 مقاعد,3658,3.5L V6,9-Speed AT,بنزين,بني برونزي,مواصفات خليجية (GCC),175500,179010
984,Honda Passport,2026,TrailSport,SUV متوسطة 5 مقاعد,3281,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات أمريكية,200000,204000
985,Honda Passport,2026,TrailSport,SUV متوسطة 5 مقاعد,426,3.5L V6,9-Speed AT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),188500,192270
986,Honda Passport,2026,Touring,SUV متوسطة 5 مقاعد,746,3.5L V6,9-Speed AT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),201500,205530
987,Honda Passport,2026,Touring,SUV متوسطة 5 مقاعد,3566,3.5L V6,9-Speed AT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),198000,201960
988,Honda Jazz,2018,S,هاتشباك صغيرة اقتصادية,140911,1.5L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),30000,30600
989,Honda Jazz,2018,S,هاتشباك صغيرة اقتصادية,152048,1.5L,CVT,بنزين,أبيض ثلجي,مواصفات أمريكية,25500,26010
990,Honda Jazz,2018,EX,هاتشباك صغيرة اقتصادية,101399,1.5L,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),34000,34680
991,Honda Jazz,2018,EX,هاتشباك صغيرة اقتصادية,125921,1.5L,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),29000,29580
992,Honda Jazz,2018,Sport,هاتشباك صغيرة اقتصادية,166363,1.5L,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),37500,38250
993,Honda Jazz,2018,Sport,هاتشباك صغيرة اقتصادية,101613,1.5L,CVT,بنزين,رمادي فضي,مواصفات أمريكية,30500,31110
994,Honda Jazz,2019,S,هاتشباك صغيرة اقتصادية,93474,1.5L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),31000,31620
995,Honda Jazz,2019,S,هاتشباك صغيرة اقتصادية,135096,1.5L,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),28000,28560
996,Honda Jazz,2019,EX,هاتشباك صغيرة اقتصادية,98343,1.5L,CVT,بنزين,بني برونزي,مواصفات أمريكية,33500,34170
997,Honda Jazz,2019,EX,هاتشباك صغيرة اقتصادية,151553,1.5L,CVT,بنزين,أزرق داكن,مواصفات أوروبية,34500,35190
998,Honda Jazz,2019,Sport,هاتشباك صغيرة اقتصادية,114883,1.5L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),35000,35700
999,Honda Jazz,2019,Sport,هاتشباك صغيرة اقتصادية,145009,1.5L,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),36000,36720
1000,Honda Jazz,2020,S,هاتشباك صغيرة اقتصادية,86616,1.5L,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),29000,29580
